IP,Env,NAME,STATUS,Operating System,OS Lifecycle EOL Date,OS Lifecycle EOS Date,Patching Scope,Internet Facing,Asset Criticality,CVE ID,CVSS,Vuln Type,Qualys Severity,Title,Vuln Status,Solution,Exploitability,Results,First Detected,Last Detected,Date Last Fixed,Last Reopened,Exempted,Age,New/Old,SLA,Week,Vuln_Status,Actual Fixed Date
192.168.1.1,Prod,Prod-LAP-1,Active,Windows 11,10-Nov-26,10-Nov-26,Windows Team,Yes,Yes,CVE-2023-1296,10,OS,5,Windows OS Update-12,Active,Solution-63,No,Result-63,05-Dec-24,23-Jun-24,,,No,-165,Old,0 to 45,1,Open,
192.168.1.2,Prod,Prod-LAP-2,Active,Windows 11,10-Nov-26,10-Nov-26,Windows Team,Yes,Yes,CVE-2023-1297,5,OS,2,Windows OS Update-13,Active,Solution-64,Yes,Result-64,13-May-24,23-Jun-24,,,No,41,Old,0 to 45,1,Open,
192.168.1.4,Prod,Prod-LAP-4,Active,Windows 11,10-Nov-26,10-Nov-26,Windows Team,Yes,Yes,NA,4,OS,1,Windows OS Update-15,Active,Solution-66,No,Result-66,15-May-24,23-Jun-24,,,No,39,Old,0 to 45,1,Open,
192.168.1.5,Prod,Prod-LAP-5,Active,Windows 11,10-Nov-26,10-Nov-26,Windows Team,Yes,Yes,CVE-2023-1300,4,OS,2,Windows OS Update-16,Active,Solution-67,Yes,Result-67,16-May-24,23-Jun-24,,,No,38,Old,0 to 45,1,Open,
10.1.1.1,Prod,Prod-Ubuntu-1,Active,Ubuntu 20.04,01-Apr-25,23-Apr-30,Linux Team,Yes,Yes,CVE-2023-1284,10,Application,5,Ubuntu Application Vulnerability-7,Active,Solution-74,Yes,Result-74,28-Apr-24,23-Jun-24,,,Yes,56,Old,0 to 45,1,Open,
10.1.1.3,Prod,Prod-Ubuntu-3,Active,Ubuntu 20.04,01-Apr-25,23-Apr-30,Linux Team,Yes,Yes,CVE-2023-1286,5,Application,3,Ubuntu Application Vulnerability-9,Active,Solution-76,Yes,Result-76,30-Apr-24,23-Jun-24,,,Yes,54,Old,0 to 45,1,Open,
10.1.1.5,Prod,Prod-Ubuntu-5,Active,Ubuntu 20.04,01-Apr-25,23-Apr-30,Linux Team,Yes,Yes,CVE-2023-1288,5,Application,2,Ubuntu Application Vulnerability-11,Active,Solution-78,Yes,Result-78,05-Feb-24,23-Jun-24,,,No,139,Old,0 to 45,1,Open,
10.2.1.2,Non-Prod,Non-Prod-Ubuntu-2,Active,Ubuntu 20.04,01-Apr-25,23-Apr-30,Linux Team,Yes,No,CVE-2023-1290,8,OS,4,Ubuntu OS Vulnerability-7,Active,Solution-80,Yes,Result-80,05-Apr-24,23-Jun-24,,,No,79,Old,0 to 45,1,Open,
10.2.1.4,Non-Prod,Non-Prod-Ubuntu-4,Active,Ubuntu 20.04,01-Apr-25,23-Apr-30,Linux Team,Yes,No,CVE-2023-1292,9.3,OS,5,Ubuntu OS Vulnerability-9,Active,Solution-82,Yes,Result-82,05-Jun-24,23-Jun-24,,,No,18,Old,0 to 45,1,Open,
10.1.1.1,Prod,Prod-Ubuntu-1,Active,Ubuntu 20.04,01-Apr-25,23-Apr-30,Linux Team,Yes,Yes,CVE-2023-1294,5.55,OS,2,Ubuntu OS Vulnerability-11,Active,Solution-84,Yes,Result-84,05-Aug-24,23-Jun-24,,,No,-43,Old,0 to 45,1,Open,
10.2.1.9,Non-Prod,Non-Prod-Server-3,Active,Windows Server 2022,13-Oct-26,14-Oct-31,Server Team,No,No,CVE-2023-1326,3,Application,2,Windows Server Application Update-18,Active,Solution-94,Yes,Result-94,18-May-24,23-Jun-24,,,No,36,New,0 to 45,1,Open,
10.2.1.9,Non-Prod,Non-Prod-Server-3,Active,Windows Server 2022,13-Oct-26,14-Oct-31,Server Team,No,No,CVE-2023-1326,3,Application,2,Windows Server Application Update-21,Active,Solution-100,Yes,Result-100,24-May-24,23-Jun-24,,,No,30,New,0 to 45,1,Open,
10.1.1.1,Prod,Prod-Ubuntu-1,Active,Ubuntu 20.04,01-Apr-25,23-Apr-30,Linux Team,Yes,Yes,CVE-2023-1284,10,Application,5,Ubuntu Application Vulnerability-1,Active,Solution-1,Yes,Result-1,03-Nov-24,23-Jun-24,,,Yes,-133,Old,45 to 90,1,Open,
10.1.1.3,Prod,Prod-Ubuntu-3,Active,Ubuntu 20.04,01-Apr-25,23-Apr-30,Linux Team,Yes,Yes,CVE-2023-1286,5,Application,3,Ubuntu Application Vulnerability-3,Active,Solution-3,Yes,Result-3,13-Mar-24,23-Jun-24,,,Yes,102,Old,45 to 90,1,Open,
10.1.1.5,Prod,Prod-Ubuntu-5,Active,Ubuntu 20.04,01-Apr-25,23-Apr-30,Linux Team,Yes,Yes,CVE-2023-1288,5,Application,2,Ubuntu Application Vulnerability-5,Active,Solution-5,Yes,Result-5,15-Mar-24,23-Jun-24,,,No,100,Old,45 to 90,1,Open,
10.2.1.2,Non-Prod,Non-Prod-Ubuntu-2,Active,Ubuntu 20.04,01-Apr-25,23-Apr-30,Linux Team,Yes,No,CVE-2023-1290,8,OS,4,Ubuntu OS Vulnerability-1,Active,Solution-7,Yes,Result-7,17-Mar-24,23-Jun-24,,,No,98,Old,45 to 90,1,Open,
10.2.1.4,Non-Prod,Non-Prod-Ubuntu-4,Active,Ubuntu 20.04,01-Apr-25,23-Apr-30,Linux Team,Yes,No,CVE-2023-1292,9.3,OS,5,Ubuntu OS Vulnerability-3,Active,Solution-9,Yes,Result-9,19-Mar-24,23-Jun-24,,,No,96,Old,45 to 90,1,Open,
10.1.1.1,Prod,Prod-Ubuntu-1,Active,Ubuntu 20.04,01-Apr-25,23-Apr-30,Linux Team,Yes,Yes,CVE-2023-1294,5.55,OS,2,Ubuntu OS Vulnerability-5,Active,Solution-11,Yes,Result-11,21-Mar-24,23-Jun-24,,,No,94,Old,45 to 90,1,Open,
192.168.1.1,Prod,Prod-LAP-1,Active,Windows 11,10-Nov-26,10-Nov-26,Windows Team,Yes,Yes,CVE-2023-1296,10,OS,5,Windows OS Update-1,Active,Solution-13,No,Result-13,23-Mar-24,23-Jun-24,,,No,92,Old,45 to 90,1,Open,
192.168.1.2,Prod,Prod-LAP-2,Active,Windows 11,10-Nov-26,10-Nov-26,Windows Team,Yes,Yes,CVE-2023-1297,5,OS,2,Windows OS Update-2,Active,Solution-14,Yes,Result-14,24-Mar-24,23-Jun-24,,,No,91,Old,45 to 90,1,Open,
192.168.1.4,Prod,Prod-LAP-4,Active,Windows 11,10-Nov-26,10-Nov-26,Windows Team,Yes,Yes,NA,4,OS,1,Windows OS Update-4,Active,Solution-16,No,Result-16,26-Mar-24,23-Jun-24,,,No,89,Old,45 to 90,1,Open,
192.168.1.5,Prod,Prod-LAP-5,Active,Windows 11,10-Nov-26,10-Nov-26,Windows Team,Yes,Yes,CVE-2023-1300,4,OS,2,Windows OS Update-5,Active,Solution-17,Yes,Result-17,27-Mar-24,23-Jun-24,,,No,88,Old,45 to 90,1,Open,
10.2.1.9,Non-Prod,Non-Prod-Server-3,Active,Windows Server 2022,13-Oct-26,14-Oct-31,Server Team,No,No,CVE-2023-1326,3,OS,2,Windows Server OS Update-3,Active,Solution-43,Yes,Result-43,22-Apr-24,23-Jun-24,,,No,62,Old,0 to 45,1,Open,
10.2.1.9,Non-Prod,Non-Prod-Server-3,Active,Windows Server 2022,13-Oct-26,14-Oct-31,Server Team,No,No,CVE-2023-1326,3,Application,2,Windows Server Application Update-9,Active,Solution-52,Yes,Result-52,05-Jan-24,23-Jun-24,,,No,170,Old,0 to 45,1,Open,
10.2.1.9,Non-Prod,Non-Prod-Server-3,Active,Windows Server 2022,13-Oct-26,14-Oct-31,Server Team,No,No,CVE-2023-1326,3,Application,2,Windows Server Application Update-15,Active,Solution-58,Yes,Result-58,05-Jul-24,23-Jun-24,,,No,-12,Old,0 to 45,1,Open,
10.2.1.4,Non-Prod,Non-Prod-Ubuntu-4,Active,Ubuntu 20.04,01-Apr-25,23-Apr-30,Linux Team,Yes,No,CVE-2023-1292,9.3,OS,5,Ubuntu OS Vulnerability-7,Active,Solution-59,Yes,Result-59,05-Aug-24,23-Jun-24,,,No,-43,Old,0 to 45,1,Open,
10.1.1.1,Prod,Prod-Ubuntu-1,Active,Ubuntu 20.04,01-Apr-25,23-Apr-30,Linux Team,Yes,Yes,CVE-2023-1294,5.55,OS,2,Ubuntu OS Vulnerability-9,Active,Solution-61,Yes,Result-61,05-Oct-24,23-Jun-24,,,No,-104,Old,0 to 45,1,Open,
192.168.1.1,Prod,Prod-LAP-1,Active,Windows 11,10-Nov-26,10-Nov-26,Windows Team,Yes,Yes,CVE-2023-1296,10,OS,5,Windows OS Update-12,Active,Solution-63,No,Result-63,05-Dec-24,23-Jun-24,,,No,-165,Old,0 to 45,1,Open,
192.168.1.2,Prod,Prod-LAP-2,Active,Windows 11,10-Nov-26,10-Nov-26,Windows Team,Yes,Yes,CVE-2023-1297,5,OS,2,Windows OS Update-13,Active,Solution-64,Yes,Result-64,13-May-24,23-Jun-24,,,No,41,Old,0 to 45,1,Open,
192.168.1.4,Prod,Prod-LAP-4,Active,Windows 11,10-Nov-26,10-Nov-26,Windows Team,Yes,Yes,NA,4,OS,1,Windows OS Update-15,Active,Solution-66,No,Result-66,15-May-24,23-Jun-24,,,No,39,Old,0 to 45,1,Open,
192.168.1.5,Prod,Prod-LAP-5,Active,Windows 11,10-Nov-26,10-Nov-26,Windows Team,Yes,Yes,CVE-2023-1300,4,OS,2,Windows OS Update-16,Active,Solution-67,Yes,Result-67,16-May-24,23-Jun-24,,,No,38,Old,0 to 45,1,Open,
10.1.1.1,Prod,Prod-Ubuntu-1,Active,Ubuntu 20.04,01-Apr-25,23-Apr-30,Linux Team,Yes,Yes,CVE-2023-1284,10,Application,5,Ubuntu Application Vulnerability-7,Active,Solution-74,Yes,Result-74,28-Apr-24,23-Jun-24,,,Yes,56,Old,0 to 45,1,Open,
10.1.1.3,Prod,Prod-Ubuntu-3,Active,Ubuntu 20.04,01-Apr-25,23-Apr-30,Linux Team,Yes,Yes,CVE-2023-1286,5,Application,3,Ubuntu Application Vulnerability-9,Active,Solution-76,Yes,Result-76,30-Apr-24,23-Jun-24,,,Yes,54,Old,0 to 45,1,Open,
10.1.1.5,Prod,Prod-Ubuntu-5,Active,Ubuntu 20.04,01-Apr-25,23-Apr-30,Linux Team,Yes,Yes,CVE-2023-1288,5,Application,2,Ubuntu Application Vulnerability-11,Active,Solution-78,Yes,Result-78,05-Feb-24,23-Jun-24,,,No,139,Old,0 to 45,1,Open,
10.2.1.2,Non-Prod,Non-Prod-Ubuntu-2,Active,Ubuntu 20.04,01-Apr-25,23-Apr-30,Linux Team,Yes,No,CVE-2023-1290,8,OS,4,Ubuntu OS Vulnerability-7,Active,Solution-80,Yes,Result-80,05-Apr-24,23-Jun-24,,,No,79,Old,0 to 45,1,Open,
10.2.1.4,Non-Prod,Non-Prod-Ubuntu-4,Active,Ubuntu 20.04,01-Apr-25,23-Apr-30,Linux Team,Yes,No,CVE-2023-1292,9.3,OS,5,Ubuntu OS Vulnerability-9,Active,Solution-82,Yes,Result-82,05-Jun-24,23-Jun-24,,,No,18,Old,0 to 45,1,Open,
10.1.1.1,Prod,Prod-Ubuntu-1,Active,Ubuntu 20.04,01-Apr-25,23-Apr-30,Linux Team,Yes,Yes,CVE-2023-1294,5.55,OS,2,Ubuntu OS Vulnerability-11,Active,Solution-84,Yes,Result-84,05-Aug-24,23-Jun-24,,,No,-43,Old,0 to 45,1,Open,
10.2.1.9,Non-Prod,Non-Prod-Server-3,Active,Windows Server 2022,13-Oct-26,14-Oct-31,Server Team,No,No,CVE-2023-1326,3,Application,2,Windows Server Application Update-18,Active,Solution-94,Yes,Result-94,18-May-24,23-Jun-24,,,No,36,New,0 to 45,1,Open,
10.2.1.9,Non-Prod,Non-Prod-Server-3,Active,Windows Server 2022,13-Oct-26,14-Oct-31,Server Team,No,No,CVE-2023-1326,3,Application,2,Windows Server Application Update-21,Active,Solution-100,Yes,Result-100,24-May-24,23-Jun-24,,,No,30,New,0 to 45,1,Open,
10.1.1.1,Prod,Prod-Ubuntu-1,Active,Ubuntu 20.04,01-Apr-25,23-Apr-30,Linux Team,Yes,Yes,CVE-2023-1284,10,Application,5,Ubuntu Application Vulnerability-1,Active,Solution-1,Yes,Result-1,03-Nov-24,23-Jun-24,,,Yes,-133,Old,45 to 90,1,Open,
10.1.1.3,Prod,Prod-Ubuntu-3,Active,Ubuntu 20.04,01-Apr-25,23-Apr-30,Linux Team,Yes,Yes,CVE-2023-1286,5,Application,3,Ubuntu Application Vulnerability-3,Active,Solution-3,Yes,Result-3,13-Mar-24,23-Jun-24,,,Yes,102,Old,45 to 90,1,Open,
10.1.1.5,Prod,Prod-Ubuntu-5,Active,Ubuntu 20.04,01-Apr-25,23-Apr-30,Linux Team,Yes,Yes,CVE-2023-1288,5,Application,2,Ubuntu Application Vulnerability-5,Active,Solution-5,Yes,Result-5,15-Mar-24,23-Jun-24,,,No,100,Old,45 to 90,1,Open,
10.2.1.2,Non-Prod,Non-Prod-Ubuntu-2,Active,Ubuntu 20.04,01-Apr-25,23-Apr-30,Linux Team,Yes,No,CVE-2023-1290,8,OS,4,Ubuntu OS Vulnerability-1,Active,Solution-7,Yes,Result-7,17-Mar-24,23-Jun-24,,,No,98,Old,45 to 90,1,Open,
10.2.1.4,Non-Prod,Non-Prod-Ubuntu-4,Active,Ubuntu 20.04,01-Apr-25,23-Apr-30,Linux Team,Yes,No,CVE-2023-1292,9.3,OS,5,Ubuntu OS Vulnerability-3,Active,Solution-9,Yes,Result-9,19-Mar-24,23-Jun-24,,,No,96,Old,45 to 90,1,Open,
10.1.1.1,Prod,Prod-Ubuntu-1,Active,Ubuntu 20.04,01-Apr-25,23-Apr-30,Linux Team,Yes,Yes,CVE-2023-1294,5.55,OS,2,Ubuntu OS Vulnerability-5,Active,Solution-11,Yes,Result-11,21-Mar-24,23-Jun-24,,,No,94,Old,45 to 90,1,Open,
192.168.1.1,Prod,Prod-LAP-1,Active,Windows 11,10-Nov-26,10-Nov-26,Windows Team,Yes,Yes,CVE-2023-1296,10,OS,5,Windows OS Update-1,Active,Solution-13,No,Result-13,23-Mar-24,23-Jun-24,,,No,92,Old,45 to 90,1,Open,
192.168.1.2,Prod,Prod-LAP-2,Active,Windows 11,10-Nov-26,10-Nov-26,Windows Team,Yes,Yes,CVE-2023-1297,5,OS,2,Windows OS Update-2,Active,Solution-14,Yes,Result-14,24-Mar-24,23-Jun-24,,,No,91,Old,45 to 90,1,Open,
192.168.1.4,Prod,Prod-LAP-4,Active,Windows 11,10-Nov-26,10-Nov-26,Windows Team,Yes,Yes,NA,4,OS,1,Windows OS Update-4,Active,Solution-16,No,Result-16,26-Mar-24,23-Jun-24,,,No,89,Old,45 to 90,1,Open,
192.168.1.5,Prod,Prod-LAP-5,Active,Windows 11,10-Nov-26,10-Nov-26,Windows Team,Yes,Yes,CVE-2023-1300,4,OS,2,Windows OS Update-5,Active,Solution-17,Yes,Result-17,27-Mar-24,23-Jun-24,,,No,88,Old,45 to 90,1,Open,
10.2.1.9,Non-Prod,Non-Prod-Server-3,Active,Windows Server 2022,13-Oct-26,14-Oct-31,Server Team,No,No,CVE-2023-1326,3,OS,2,Windows Server OS Update-3,Active,Solution-43,Yes,Result-43,22-Apr-24,23-Jun-24,,,No,62,Old,0 to 45,1,Open,
10.2.1.9,Non-Prod,Non-Prod-Server-3,Active,Windows Server 2022,13-Oct-26,14-Oct-31,Server Team,No,No,CVE-2023-1326,3,Application,2,Windows Server Application Update-9,Active,Solution-52,Yes,Result-52,05-Jan-24,23-Jun-24,,,No,170,Old,0 to 45,1,Open,
10.2.1.9,Non-Prod,Non-Prod-Server-3,Active,Windows Server 2022,13-Oct-26,14-Oct-31,Server Team,No,No,CVE-2023-1326,3,Application,2,Windows Server Application Update-15,Active,Solution-58,Yes,Result-58,05-Jul-24,23-Jun-24,,,No,-12,Old,0 to 45,1,Open,
10.2.1.4,Non-Prod,Non-Prod-Ubuntu-4,Active,Ubuntu 20.04,01-Apr-25,23-Apr-30,Linux Team,Yes,No,CVE-2023-1292,9.3,OS,5,Ubuntu OS Vulnerability-7,Active,Solution-59,Yes,Result-59,05-Aug-24,23-Jun-24,,,No,-43,Old,0 to 45,1,Open,
10.1.1.1,Prod,Prod-Ubuntu-1,Active,Ubuntu 20.04,01-Apr-25,23-Apr-30,Linux Team,Yes,Yes,CVE-2023-1294,5.55,OS,2,Ubuntu OS Vulnerability-9,Active,Solution-61,Yes,Result-61,05-Oct-24,23-Jun-24,,,No,-104,Old,0 to 45,1,Open,
192.168.1.1,Prod,Prod-LAP-1,Active,Windows 11,10-Nov-26,10-Nov-26,Windows Team,Yes,Yes,CVE-2023-1296,10,OS,5,Windows OS Update-12,Active,Solution-63,No,Result-63,05-Dec-24,23-Jun-24,,,No,-165,Old,0 to 45,1,Open,
192.168.1.2,Prod,Prod-LAP-2,Active,Windows 11,10-Nov-26,10-Nov-26,Windows Team,Yes,Yes,CVE-2023-1297,5,OS,2,Windows OS Update-13,Active,Solution-64,Yes,Result-64,13-May-24,23-Jun-24,,,No,41,Old,0 to 45,1,Open,
192.168.1.4,Prod,Prod-LAP-4,Active,Windows 11,10-Nov-26,10-Nov-26,Windows Team,Yes,Yes,NA,4,OS,1,Windows OS Update-15,Active,Solution-66,No,Result-66,15-May-24,23-Jun-24,,,No,39,Old,0 to 45,1,Open,
192.168.1.5,Prod,Prod-LAP-5,Active,Windows 11,10-Nov-26,10-Nov-26,Windows Team,Yes,Yes,CVE-2023-1300,4,OS,2,Windows OS Update-16,Active,Solution-67,Yes,Result-67,16-May-24,23-Jun-24,,,No,38,Old,0 to 45,1,Open,
10.1.1.1,Prod,Prod-Ubuntu-1,Active,Ubuntu 20.04,01-Apr-25,23-Apr-30,Linux Team,Yes,Yes,CVE-2023-1284,10,Application,5,Ubuntu Application Vulnerability-7,Active,Solution-74,Yes,Result-74,28-Apr-24,23-Jun-24,,,Yes,56,Old,0 to 45,1,Open,
10.1.1.3,Prod,Prod-Ubuntu-3,Active,Ubuntu 20.04,01-Apr-25,23-Apr-30,Linux Team,Yes,Yes,CVE-2023-1286,5,Application,3,Ubuntu Application Vulnerability-9,Active,Solution-76,Yes,Result-76,30-Apr-24,23-Jun-24,,,Yes,54,Old,0 to 45,1,Open,
10.1.1.5,Prod,Prod-Ubuntu-5,Active,Ubuntu 20.04,01-Apr-25,23-Apr-30,Linux Team,Yes,Yes,CVE-2023-1288,5,Application,2,Ubuntu Application Vulnerability-11,Active,Solution-78,Yes,Result-78,05-Feb-24,23-Jun-24,,,No,139,Old,0 to 45,1,Open,
10.2.1.2,Non-Prod,Non-Prod-Ubuntu-2,Active,Ubuntu 20.04,01-Apr-25,23-Apr-30,Linux Team,Yes,No,CVE-2023-1290,8,OS,4,Ubuntu OS Vulnerability-7,Active,Solution-80,Yes,Result-80,05-Apr-24,23-Jun-24,,,No,79,Old,0 to 45,1,Open,
10.2.1.4,Non-Prod,Non-Prod-Ubuntu-4,Active,Ubuntu 20.04,01-Apr-25,23-Apr-30,Linux Team,Yes,No,CVE-2023-1292,9.3,OS,5,Ubuntu OS Vulnerability-9,Active,Solution-82,Yes,Result-82,05-Jun-24,23-Jun-24,,,No,18,Old,0 to 45,1,Open,
10.1.1.1,Prod,Prod-Ubuntu-1,Active,Ubuntu 20.04,01-Apr-25,23-Apr-30,Linux Team,Yes,Yes,CVE-2023-1294,5.55,OS,2,Ubuntu OS Vulnerability-11,Active,Solution-84,Yes,Result-84,05-Aug-24,23-Jun-24,,,No,-43,Old,0 to 45,1,Open,
10.2.1.9,Non-Prod,Non-Prod-Server-3,Active,Windows Server 2022,13-Oct-26,14-Oct-31,Server Team,No,No,CVE-2023-1326,3,Application,2,Windows Server Application Update-18,Active,Solution-94,Yes,Result-94,18-May-24,23-Jun-24,,,No,36,New,0 to 45,1,Open,
10.2.1.9,Non-Prod,Non-Prod-Server-3,Active,Windows Server 2022,13-Oct-26,14-Oct-31,Server Team,No,No,CVE-2023-1326,3,Application,2,Windows Server Application Update-21,Active,Solution-100,Yes,Result-100,24-May-24,23-Jun-24,,,No,30,New,0 to 45,1,Open,
10.1.1.1,Prod,Prod-Ubuntu-1,Active,Ubuntu 20.04,01-Apr-25,23-Apr-30,Linux Team,Yes,Yes,CVE-2023-1284,10,Application,5,Ubuntu Application Vulnerability-1,Active,Solution-1,Yes,Result-1,03-Nov-24,23-Jun-24,,,Yes,-133,Old,45 to 90,1,Open,
10.1.1.3,Prod,Prod-Ubuntu-3,Active,Ubuntu 20.04,01-Apr-25,23-Apr-30,Linux Team,Yes,Yes,CVE-2023-1286,5,Application,3,Ubuntu Application Vulnerability-3,Active,Solution-3,Yes,Result-3,13-Mar-24,23-Jun-24,,,Yes,102,Old,45 to 90,1,Open,
10.1.1.5,Prod,Prod-Ubuntu-5,Active,Ubuntu 20.04,01-Apr-25,23-Apr-30,Linux Team,Yes,Yes,CVE-2023-1288,5,Application,2,Ubuntu Application Vulnerability-5,Active,Solution-5,Yes,Result-5,15-Mar-24,23-Jun-24,,,No,100,Old,45 to 90,1,Open,
10.2.1.2,Non-Prod,Non-Prod-Ubuntu-2,Active,Ubuntu 20.04,01-Apr-25,23-Apr-30,Linux Team,Yes,No,CVE-2023-1290,8,OS,4,Ubuntu OS Vulnerability-1,Active,Solution-7,Yes,Result-7,17-Mar-24,23-Jun-24,,,No,98,Old,45 to 90,1,Open,
10.2.1.4,Non-Prod,Non-Prod-Ubuntu-4,Active,Ubuntu 20.04,01-Apr-25,23-Apr-30,Linux Team,Yes,No,CVE-2023-1292,9.3,OS,5,Ubuntu OS Vulnerability-3,Active,Solution-9,Yes,Result-9,19-Mar-24,23-Jun-24,,,No,96,Old,45 to 90,1,Open,
10.1.1.1,Prod,Prod-Ubuntu-1,Active,Ubuntu 20.04,01-Apr-25,23-Apr-30,Linux Team,Yes,Yes,CVE-2023-1294,5.55,OS,2,Ubuntu OS Vulnerability-5,Active,Solution-11,Yes,Result-11,21-Mar-24,23-Jun-24,,,No,94,Old,45 to 90,1,Open,
192.168.1.1,Prod,Prod-LAP-1,Active,Windows 11,10-Nov-26,10-Nov-26,Windows Team,Yes,Yes,CVE-2023-1296,10,OS,5,Windows OS Update-1,Active,Solution-13,No,Result-13,23-Mar-24,23-Jun-24,,,No,92,Old,45 to 90,1,Open,
192.168.1.2,Prod,Prod-LAP-2,Active,Windows 11,10-Nov-26,10-Nov-26,Windows Team,Yes,Yes,CVE-2023-1297,5,OS,2,Windows OS Update-2,Active,Solution-14,Yes,Result-14,24-Mar-24,23-Jun-24,,,No,91,Old,45 to 90,1,Open,
192.168.1.4,Prod,Prod-LAP-4,Active,Windows 11,10-Nov-26,10-Nov-26,Windows Team,Yes,Yes,NA,4,OS,1,Windows OS Update-4,Active,Solution-16,No,Result-16,26-Mar-24,23-Jun-24,,,No,89,Old,45 to 90,1,Open,
192.168.1.5,Prod,Prod-LAP-5,Active,Windows 11,10-Nov-26,10-Nov-26,Windows Team,Yes,Yes,CVE-2023-1300,4,OS,2,Windows OS Update-5,Active,Solution-17,Yes,Result-17,27-Mar-24,23-Jun-24,,,No,88,Old,45 to 90,1,Open,
10.2.1.9,Non-Prod,Non-Prod-Server-3,Active,Windows Server 2022,13-Oct-26,14-Oct-31,Server Team,No,No,CVE-2023-1326,3,OS,2,Windows Server OS Update-3,Active,Solution-43,Yes,Result-43,22-Apr-24,23-Jun-24,,,No,62,Old,0 to 45,1,Open,
10.2.1.9,Non-Prod,Non-Prod-Server-3,Active,Windows Server 2022,13-Oct-26,14-Oct-31,Server Team,No,No,CVE-2023-1326,3,Application,2,Windows Server Application Update-9,Active,Solution-52,Yes,Result-52,05-Jan-24,23-Jun-24,,,No,170,Old,0 to 45,1,Open,
10.2.1.9,Non-Prod,Non-Prod-Server-3,Active,Windows Server 2022,13-Oct-26,14-Oct-31,Server Team,No,No,CVE-2023-1326,3,Application,2,Windows Server Application Update-15,Active,Solution-58,Yes,Result-58,05-Jul-24,23-Jun-24,,,No,-12,Old,0 to 45,1,Open,
10.2.1.4,Non-Prod,Non-Prod-Ubuntu-4,Active,Ubuntu 20.04,01-Apr-25,23-Apr-30,Linux Team,Yes,No,CVE-2023-1292,9.3,OS,5,Ubuntu OS Vulnerability-7,Active,Solution-59,Yes,Result-59,05-Aug-24,23-Jun-24,,,No,-43,Old,0 to 45,1,Open,
10.1.1.1,Prod,Prod-Ubuntu-1,Active,Ubuntu 20.04,01-Apr-25,23-Apr-30,Linux Team,Yes,Yes,CVE-2023-1294,5.55,OS,2,Ubuntu OS Vulnerability-9,Active,Solution-61,Yes,Result-61,05-Oct-24,23-Jun-24,,,No,-104,Old,0 to 45,1,Open,
192.168.1.1,Prod,Prod-LAP-1,Active,Windows 11,10-Nov-26,10-Nov-26,Windows Team,Yes,Yes,CVE-2023-1296,10,OS,5,Windows OS Update-12,Active,Solution-63,No,Result-63,05-Dec-24,23-Jun-24,,,No,-165,Old,0 to 45,1,Open,
192.168.1.2,Prod,Prod-LAP-2,Active,Windows 11,10-Nov-26,10-Nov-26,Windows Team,Yes,Yes,CVE-2023-1297,5,OS,2,Windows OS Update-13,Active,Solution-64,Yes,Result-64,13-May-24,23-Jun-24,,,No,41,Old,0 to 45,1,Open,
192.168.1.4,Prod,Prod-LAP-4,Active,Windows 11,10-Nov-26,10-Nov-26,Windows Team,Yes,Yes,NA,4,OS,1,Windows OS Update-15,Active,Solution-66,No,Result-66,15-May-24,23-Jun-24,,,No,39,Old,0 to 45,1,Open,
192.168.1.5,Prod,Prod-LAP-5,Active,Windows 11,10-Nov-26,10-Nov-26,Windows Team,Yes,Yes,CVE-2023-1300,4,OS,2,Windows OS Update-16,Active,Solution-67,Yes,Result-67,16-May-24,23-Jun-24,,,No,38,Old,0 to 45,1,Open,
10.1.1.1,Prod,Prod-Ubuntu-1,Active,Ubuntu 20.04,01-Apr-25,23-Apr-30,Linux Team,Yes,Yes,CVE-2023-1284,10,Application,5,Ubuntu Application Vulnerability-7,Active,Solution-74,Yes,Result-74,28-Apr-24,23-Jun-24,,,Yes,56,Old,0 to 45,1,Open,
10.1.1.3,Prod,Prod-Ubuntu-3,Active,Ubuntu 20.04,01-Apr-25,23-Apr-30,Linux Team,Yes,Yes,CVE-2023-1286,5,Application,3,Ubuntu Application Vulnerability-9,Active,Solution-76,Yes,Result-76,30-Apr-24,23-Jun-24,,,Yes,54,Old,0 to 45,1,Open,
10.1.1.5,Prod,Prod-Ubuntu-5,Active,Ubuntu 20.04,01-Apr-25,23-Apr-30,Linux Team,Yes,Yes,CVE-2023-1288,5,Application,2,Ubuntu Application Vulnerability-11,Active,Solution-78,Yes,Result-78,05-Feb-24,23-Jun-24,,,No,139,Old,0 to 45,1,Open,
10.2.1.2,Non-Prod,Non-Prod-Ubuntu-2,Active,Ubuntu 20.04,01-Apr-25,23-Apr-30,Linux Team,Yes,No,CVE-2023-1290,8,OS,4,Ubuntu OS Vulnerability-7,Active,Solution-80,Yes,Result-80,05-Apr-24,23-Jun-24,,,No,79,Old,0 to 45,1,Open,
10.2.1.4,Non-Prod,Non-Prod-Ubuntu-4,Active,Ubuntu 20.04,01-Apr-25,23-Apr-30,Linux Team,Yes,No,CVE-2023-1292,9.3,OS,5,Ubuntu OS Vulnerability-9,Active,Solution-82,Yes,Result-82,05-Jun-24,23-Jun-24,,,No,18,Old,0 to 45,1,Open,
